ID,Year,Averate,TotalrateNO
1207,1962,3.2,390
1208,1963,4.0,2626
1209,1976,2.9,315
1210,1981,3.3,2026
1211,2004,2.8,405
1212,1988,4.0,196
1213,1999,4.0,1283
1214,1972,3.5,226
1215,1987,3.2,498
1216,1993,3.4,3481
1217,2001,3.5,431
1218,1972,3.4,2380
1219,2003,3.2,212
1220,2004,4.0,134241
1221,1980,3.5,4087
1222,1979,4.1,1956
1223,1999,2.8,441
1224,1947,3.9,7289
1225,2000,3.1,496
1226,1971,3.5,3430
1227,2005,1.5,133
1228,2004,3.5,339
1229,1994,3.2,1315
1230,2005,4.2,607
1231,1999,3.8,1135
1232,1927,3.7,164
1233,2002,3.0,571
1234,1994,3.5,3290
1235,1998,2.7,121
1236,2002,3.0,2563
1237,1999,3.0,773
1238,1984,3.4,1932
1239,1973,2.6,142
1240,1950,3.2,669
1241,1945,3.1,295
1242,2005,3.2,183
1243,1998,4.1,1407
1244,2002,2.4,584
1245,1994,3.1,5362
1246,1994,2.8,225
1247,2005,3.5,75
1248,2002,3.2,693
1249,1978,3.6,1127
1250,1996,3.5,6057
1251,2002,3.1,398
1252,1975,2.9,2369
1253,1949,3.5,180
1254,1957,3.0,1204
1255,1985,3.9,39037
1256,1994,4.3,11385
1257,2003,3.2,130
1258,1942,3.5,233
1259,2002,3.8,687
1260,1999,3.1,2013
1261,2005,3.1,142
1262,1982,3.2,5981
1263,1979,3.1,389
1264,2000,3.6,8592
1265,1971,2.4,248
1266,2003,3.3,3370
1267,2001,3.1,42113
1268,2005,3.1,112
1269,1991,3.4,186
1270,2000,3.2,1951
1271,1939,3.7,413
1272,1953,3.7,570
1273,1999,2.8,394
1274,1984,3.4,4087
1275,2004,3.5,135
1276,1978,3.4,1291
1277,1988,4.2,2735
1278,1990,3.3,1769
1279,1969,3.3,477
1280,1989,3.6,430
1281,1986,2.8,126
1282,2002,3.1,2895
1283,2001,3.6,276
1284,2000,2.8,123
1285,2001,2.9,226
1286,1997,3.3,234
1287,1977,2.9,270
1288,2004,3.2,163
1289,1990,2.8,32832
1290,2000,3.7,359
1291,1960,4.1,3035
1292,2002,3.2,2710
1293,1996,2.4,2008
1294,2004,2.6,190
1295,1983,3.7,14500
1296,1994,2.6,1118
1297,1999,3.4,3178
1298,2000,3.2,2543
1299,1972,3.2,2986
1300,1973,4.0,5755
1301,2000,2.7,370
1302,1983,3.2,176
1303,2001,3.4,573
1304,2003,3.2,266
1305,2003,3.3,35026
1306,2005,3.9,665
1307,2003,3.3,121207
1308,1959,3.1,117
1309,1982,3.1,75
1310,2002,2.7,634
1311,2005,3.1,133
1312,1990,2.8,432
1313,2004,3.5,487
1314,1990,3.8,24605
1315,2001,3.2,232
1316,2003,3.7,1272
1317,1961,3.6,1429
1318,1985,2.7,1330
1319,1986,2.7,471
1320,1965,3.0,171
1321,2005,4.0,191
1322,2001,2.7,116
1323,1997,3.0,1083
1324,1994,4.0,45620
1325,2000,3.6,164
1326,2000,3.7,97
1327,1937,3.2,201
1328,2004,3.3,248
1329,1998,3.4,7456
1330,2004,3.3,125
1331,1993,2.9,112
1332,1954,2.8,92
1333,1980,2.7,272
1334,1999,2.5,154
1335,2002,3.9,974
1336,1994,3.1,9494
1337,2004,3.0,108
1338,1964,3.2,191
1339,1982,3.1,129
1340,1993,3.2,83
1341,2004,3.1,157
1342,2003,1.8,131
1343,1999,2.8,131
1344,2003,2.7,250
1345,1996,2.9,130
1346,1967,3.6,1721
1347,2000,3.3,809
1348,2000,2.5,195
1349,2003,3.4,141
1350,2000,3.9,852
1351,2002,3.7,245
1352,2003,3.8,1144
1353,1958,3.8,923
1354,1968,3.3,304
1355,2004,3.7,563
1356,1980,3.0,183
1357,2003,4.4,6398
1358,2002,3.7,595
1359,1975,3.5,3976
1360,2003,2.4,623
1361,2002,2.8,153
1362,2003,3.3,122
1363,1993,2.7,3287
1364,2003,3.5,4411
1365,1998,2.9,1846
1366,2001,2.8,537
1367,1993,3.6,24880
1368,2002,2.3,79
1369,1996,2.1,188
1370,1976,3.8,14252
1371,1994,2.5,187
1372,2002,3.0,1770
1373,1993,3.8,3240
1374,2004,2.4,379
1375,2002,3.3,1891
1376,2004,3.8,194
1377,1958,3.4,806
1378,2003,3.0,163
1379,2003,3.2,91
1380,1991,3.6,108
1381,1995,3.1,603
1382,2005,2.2,96
1383,1998,2.3,58
1384,1973,3.6,4214
1385,1972,2.9,107
1386,2002,3.1,119
1387,1999,2.7,519
1388,1983,2.8,149
1389,2003,3.9,1207
1390,2005,3.7,102
1391,1993,3.4,675
1392,2002,3.4,3351
1393,1998,2.8,245
1394,1999,2.9,13046
1395,1963,4.1,6130
1396,2004,3.9,254
1397,2004,3.3,84
1398,1999,3.3,195
1399,1984,3.4,4852
1400,2000,2.8,712
1401,1992,3.6,3975
1402,1993,4.0,801
1403,2000,2.8,329
1404,1985,2.9,120
1405,1961,3.6,506
1406,1991,3.4,74076
1407,1921,3.1,203
1408,1999,3.4,11994
1409,2003,4.3,5266
1410,1974,2.8,143
1411,2001,3.0,77
1412,2001,3.2,2929
1413,1998,3.6,883
1414,2003,2.4,229
1415,1933,3.0,103
1416,2003,3.6,55
1417,2002,2.1,127
1418,2002,4.5,796
1419,1975,3.0,111
1420,2000,2.9,531
1421,1981,3.5,4180
1422,2005,4.0,116
1423,1999,2.3,502
1424,2000,2.8,858
1425,1987,3.7,18126
1426,1994,2.7,1146
1427,1998,2.5,225
1428,2003,3.5,113674
1429,2004,2.2,95
1430,2001,2.4,186
1431,1998,2.9,151
1432,1999,3.1,2100
1433,1942,3.6,202
1434,1992,3.9,784
1435,2001,4.1,18258
1436,1939,2.8,208
1437,1982,3.3,115
1438,1999,3.0,937
1439,2002,3.6,105
1440,2004,3.2,115
1441,1998,4.3,7720
1442,2001,3.5,139
1443,1987,3.8,1376
1444,2001,3.9,252
1445,2005,3.2,58
1446,1997,3.8,900
1447,2000,3.0,1512
1448,1999,3.3,503
1449,1996,2.3,149
1450,1993,3.4,1925
1451,1976,2.7,349
1452,2001,2.0,303
1453,1996,3.4,423
1454,2004,2.2,169
1455,2003,3.1,3859
1456,1995,2.7,184
1457,1973,3.1,115
1458,1936,3.0,192
1459,2001,2.4,367
1460,1996,3.6,1025
1461,2002,3.4,219
1462,2004,3.1,359
1463,1982,2.2,120
1464,2001,2.6,360
1465,2001,3.4,216
1466,1969,3.7,41355
1467,1993,3.7,24089
1468,1968,3.7,292
1469,2000,2.5,505
1470,2002,3.8,98696
1471,2004,3.4,2901
1472,2004,2.2,160
1473,2004,3.5,306
1474,2003,2.9,143
1475,1990,2.6,239
1476,2004,4.5,11829
1477,1969,3.4,199
1478,2002,1.8,99
1479,2002,3.4,6599
1480,1988,3.7,170
1481,2001,3.1,4660
1482,2003,3.3,15992
1483,2003,3.8,173
1484,1958,3.1,383
1485,2002,3.3,1411
1486,2004,2.5,192
1487,2003,3.5,206
1488,1999,3.9,1460
1489,2002,2.8,479
1490,2001,3.4,225
1491,2004,3.8,302
1492,1984,2.2,755
1493,1980,3.1,135
1494,2000,3.5,240
1495,2001,4.3,16683
1496,2002,2.4,82
1497,2003,2.7,411
1498,2001,3.0,91
1499,2000,4.4,912
1500,1987,4.0,1174
1501,1980,3.1,432
1502,1999,3.1,9650
1503,1997,3.5,3352
1504,2001,3.0,219
1505,1964,3.2,384
1506,2004,3.8,820
1507,1999,3.5,1883
1508,2000,3.8,258
1509,2002,3.6,40153
1510,2002,3.2,401
1511,2000,3.0,476
1512,2003,3.2,160
1513,1962,4.2,2270
1514,1987,3.1,2279
1515,2001,2.8,353
1516,2000,2.2,146
1517,1999,2.0,78
1518,1995,3.6,10988
1519,1981,2.0,101
1520,2003,3.1,375
1521,1955,3.6,4240
1522,1968,2.6,126
1523,1981,3.5,349
1524,1985,3.0,1192
1525,2001,2.5,4648
1526,1982,3.3,1172
1527,2003,2.9,215
1528,1992,3.8,4432
1529,2003,3.3,612
1530,2002,3.7,8497
1531,1996,3.4,930
1532,1992,2.8,9521
1533,1993,3.3,303
1534,2005,3.4,145
1535,2005,3.9,636
1536,1988,2.4,403
1537,2002,3.0,144
1538,1999,3.2,192
1539,2002,2.9,266
1540,1975,2.4,294
1541,2000,1.9,287
1542,1993,3.8,114997
1543,1995,3.3,8817
1544,1976,3.0,197
1545,1998,2.4,128
1546,2003,2.9,357
1547,1939,4.0,4083
1548,1998,2.5,76
1549,1997,3.0,384
1550,2004,2.9,718
1551,2004,3.5,526
1552,1983,3.7,4258
1553,1995,3.9,6258
1554,1979,2.7,103
1555,1953,3.2,185
1556,1932,3.2,1045
1557,2002,3.1,428
1558,1990,3.0,8170
1559,1998,3.3,361
1560,2004,3.3,643
1561,2003,3.5,61019
1562,2005,2.3,303
1563,1992,3.7,641
1564,1966,3.7,735
1565,2004,3.4,250
1566,1996,2.7,252
1567,1981,2.7,99
1568,2003,2.6,154
1569,2000,1.5,223
1570,1999,2.0,88
1571,1982,3.8,40841
1572,1973,3.7,834
1573,1999,2.7,1729
1574,1965,2.5,278
1575,2003,3.6,320
1576,2004,3.4,252
1577,2005,3.4,93
1578,1995,3.2,18542
1579,2004,2.9,506
1580,1987,3.1,857
1581,1997,3.4,1200
1582,1990,3.6,11341
1583,2004,3.2,212
1584,1988,3.8,145
1585,2001,3.4,21359
1586,1930,2.8,420
1587,1962,4.4,146
1588,1997,3.5,422
1589,1988,3.6,3033
1590,2001,3.9,42933
1591,1988,3.0,59
1592,1992,3.1,406
1593,1985,3.8,672
1594,1962,3.0,2414
1595,1949,4.0,17111
1596,1954,3.8,1007
1597,2001,3.6,230
1598,2003,2.7,907
1599,2000,3.6,11478
1600,1995,2.9,2744
1601,2004,3.0,235
1602,2000,2.6,5797
1603,1980,2.5,124
1604,2004,3.9,2436
1605,1997,2.8,208
1606,1997,3.1,1607
1607,2004,2.9,2983
1608,1993,3.2,372
1609,1984,3.3,234
1610,1999,3.8,4639
1611,1984,3.3,224
1612,1967,3.0,233
1613,1973,2.8,1251
1614,1997,2.0,106
1615,1995,3.8,59137
1616,1961,4.0,902
1617,2004,2.4,652
1618,1984,4.2,6674
1619,1985,3.8,1044
1620,2001,3.4,318
1621,2000,2.3,181
1622,2004,2.9,875
1623,2003,3.5,253
1624,1998,2.5,127
1625,1986,4.1,43518
1626,1998,3.2,243
1627,1940,3.8,4543
1628,1982,3.5,398
1629,1997,3.5,816
1630,1976,3.0,217
1631,1970,3.6,1123
1632,2004,3.1,13289
1633,1988,3.4,7194
1634,1972,3.7,792
1635,1997,2.4,101
1636,1989,2.1,241
1637,2002,3.5,18446
1638,1966,3.3,2065
1639,1996,3.2,324
1640,2002,1.8,101
1641,2002,2.9,180
1642,1995,4.0,38378
1643,2003,3.1,153
1644,2003,4.1,855
1645,2003,3.2,22793
1646,1983,3.6,9279
1647,2002,3.9,905
1648,1990,3.2,651
1649,1978,2.4,80
1650,1980,3.5,52470
1651,1977,2.9,331
1652,1961,4.1,2236
1653,2005,2.8,145
1654,1996,2.8,1011
1655,1988,3.3,2582
1656,1998,2.7,2603
1657,1995,2.4,187
1658,1986,3.9,1061
1659,1993,3.7,42046
1660,2000,4.1,3047
1661,1976,3.5,19085
1662,1954,3.0,141
1663,1999,2.7,149
1664,1998,3.9,2258
1665,1998,3.3,8371
1666,1995,3.0,4018
1667,2000,3.3,593
1668,1982,3.3,5275
1669,2003,3.8,281
1670,2001,3.1,175
1671,2000,2.3,79
1672,2002,3.5,346
1673,1991,3.4,7925
1674,2003,3.4,662
1675,1996,3.4,144
1676,2000,3.1,354
1677,1963,2.4,101
1678,1989,3.5,987
1679,2000,3.9,934
1680,2003,3.0,147
1681,2003,2.5,214
1682,1997,3.7,25961
1683,1994,3.0,686
1684,2003,2.8,571
1685,1996,2.5,74
1686,1998,3.6,551
1687,2003,3.5,1579
1688,1993,2.3,122
1689,2003,4.0,2666
1690,2000,3.3,97
1691,2002,3.6,472
1692,1989,4.1,9610
1693,1998,3.0,12425
1694,1999,3.6,2452
1695,1985,3.0,254
1696,1999,2.1,100
1697,2002,3.9,815
1698,1999,2.9,109
1699,2004,3.5,781
1700,1996,3.6,27449
1701,1995,2.7,150
1702,1991,3.0,481
1703,1998,3.8,48190
1704,2004,3.8,4312
1705,2004,3.7,269
1706,2004,3.0,92
1707,2004,3.8,11218
1708,1936,3.9,7460
1709,1981,3.7,20036
1710,2005,3.8,572
1711,2002,2.6,431
1712,2004,3.2,438
1713,1988,3.5,290
1714,2001,2.8,92
1715,2005,2.9,473
1716,1983,3.0,304
1717,2002,3.5,316
1718,1994,3.1,504
1719,2004,3.1,58364
1720,2002,3.7,185
1721,2002,3.0,3974
1722,1944,3.5,1864
1723,2000,2.4,557
1724,1957,2.9,207
1725,2003,1.5,655
1726,2003,3.4,300
1727,2004,2.8,863
1728,1987,3.8,4139
1729,1999,3.6,754
1730,1995,4.0,809
1731,2003,2.7,195
1732,1986,2.6,312
1733,2001,3.5,905
1734,2003,3.3,2476
1735,1974,3.6,4115
1736,1995,2.9,115
1737,2002,3.5,405
1738,2004,2.9,275
1739,1952,3.6,1657
1740,2001,2.7,254
1741,1999,3.9,10605
1742,2003,3.4,153
1743,1979,3.8,8588
1744,1984,3.8,73004
1745,2001,3.0,309
1746,1994,3.4,11039
1747,1969,3.3,129
1748,2004,3.2,407
1749,1947,3.4,1319
1750,1962,2.4,114
1751,1998,2.6,416
1752,2000,2.9,104
1753,2004,3.5,116
1754,1984,4.0,65363
1755,1989,2.5,153
1756,1974,3.7,4785
1757,1978,3.5,4729
1758,2005,3.4,184
1759,1990,3.9,3015
1760,1991,3.1,2471
1761,1991,3.5,238
1762,2005,3.3,202
1763,2000,2.2,138
1764,2000,3.4,94
1765,1996,3.6,3566
1766,1978,3.9,2327
1767,1925,3.9,96
1768,2005,3.0,1691
1769,1988,3.1,802
1770,1995,3.9,24446
1771,2004,2.6,8042
1772,1964,3.0,104
1773,2001,3.9,1243
1774,1995,3.6,521
1775,1985,3.1,1114
1776,2000,3.2,708
1777,1992,3.2,364
1778,1940,3.5,1553
1779,2005,3.3,96
1780,1998,3.1,2230
1781,2004,3.2,814
1782,2002,3.0,682
1783,1982,3.6,6150
1784,1936,3.6,301
1785,2002,3.7,99
1786,1990,3.3,514
1787,1996,3.0,505
1788,2004,3.3,5157
1789,1994,4.1,1342
1790,1966,3.8,5561
1791,1999,1.6,104
1792,1998,3.2,10157
1793,1992,3.7,436
1794,1999,3.1,3535
1795,1978,4.2,5025
1796,2003,2.8,314
1797,1958,3.2,836
1798,1987,4.0,113377
1799,1990,3.7,62809
1800,2002,4.0,5155
1801,1965,3.8,1364
1802,1980,3.3,1476
1803,1997,3.5,15828
1804,2002,4.0,5098
1805,1994,3.1,115
1806,1982,2.9,175
1807,2002,2.6,1216
1808,1994,2.6,90
1809,2001,2.6,321
1810,1998,3.7,56918
1811,2000,2.1,87
1812,1996,3.1,94
1813,1986,3.0,128
1814,1998,3.4,2498
1815,1979,3.6,199
1816,2003,2.6,5857
1817,2004,2.8,997
1818,1981,3.9,1011
1819,1998,2.8,7526
1820,2000,2.8,196
1821,1970,3.5,1937
1822,1996,3.1,136
1823,2003,3.4,281
1824,1980,3.1,185
1825,1930,3.4,508
1826,1996,2.7,220
1827,1999,3.1,253
1828,1972,2.7,599
1829,1978,2.3,102
1830,2003,3.6,795
1831,1999,2.9,314
1832,1968,3.6,32769
1833,2003,2.9,21143
1834,1994,3.4,2226
1835,1999,2.8,98
1836,2005,2.4,93
1837,1987,3.3,5134
1838,1933,3.8,605
1839,2001,3.0,2264
1840,1950,3.7,1753
1841,1996,3.1,92
1842,1959,3.7,802
1843,1994,3.2,48004
1844,1989,3.3,5161
1845,1995,2.7,2413
1846,1991,2.7,171
1847,2001,2.6,85
1848,1956,3.8,2587
1849,2002,3.2,133
1850,1974,3.2,136
1851,1958,3.5,2320
1852,1988,2.7,116
1853,1974,3.5,6909
1854,2001,3.2,12286
1855,1992,3.2,251
1856,1960,4.1,2808
1857,1973,4.0,840
1858,1998,2.2,54
1859,2003,3.1,152
1860,1995,3.8,6072
1861,2001,3.1,25712
1862,1999,3.2,8855
1863,1978,3.0,201
1864,1997,2.7,89
1865,2004,3.7,110159
1866,1994,3.0,5019
1867,1999,3.6,7333
1868,1967,3.4,137
1869,1996,2.2,187
1870,1997,2.8,411
1871,1982,3.6,103
1872,1964,3.6,79
1873,1999,2.6,111
1874,1975,3.2,433
1875,2002,2.9,333
1876,1985,2.8,150
1877,1995,3.9,29753
1878,1966,3.7,2112
1879,1979,3.0,188
1880,2004,3.5,281
1881,1993,2.8,121
1882,1954,4.1,2269
1883,1960,2.9,146
1884,2001,3.2,14157
1885,2002,3.4,3432
1886,1998,2.8,283
1887,2001,3.3,333
1888,1996,2.4,106
1889,1980,3.0,692
1890,1991,3.7,22098
1891,2002,2.9,743
1892,1963,3.9,606
1893,1977,3.2,871
1894,2003,3.1,108
1895,1969,3.1,381
1896,1993,2.7,156
1897,1998,2.6,123
1898,1961,3.2,181
1899,1990,2.9,76
1900,1997,1.9,124
1901,1978,3.6,22848
1902,1979,3.4,20487
1903,2002,2.3,262
1904,1939,3.7,220
1905,2003,4.2,193941
1906,2001,2.8,389
1907,2002,3.5,235
1908,2004,3.0,155
1909,1943,3.1,160
1910,1999,2.6,88
1911,1999,3.7,1717
1912,1961,3.8,2517
1913,2000,3.2,1812
1914,2002,3.2,361
1915,2000,4.4,1754
1916,1985,2.9,92
1917,1985,4.0,1554
1918,2004,3.1,27667
1919,2005,3.0,128
1920,1976,2.2,161
1921,2001,3.0,244
1922,1987,2.9,1707
1923,1986,3.9,2545
1924,2002,1.8,129
1925,1980,3.5,10803
1926,2003,2.8,1006
1927,2002,3.1,189
1928,2004,2.4,102
1929,1978,3.1,203
1930,2000,2.9,217
1931,1981,3.6,3887
1932,1996,3.1,886
1933,1998,2.7,638
1934,2002,3.0,550
1935,2004,2.9,762
1936,2004,2.8,216
1937,2002,2.2,499
1938,1971,2.9,101
1939,1979,3.4,11634
1940,1947,3.7,285
1941,1998,4.2,1798
1942,2001,3.3,125
1943,2004,2.9,704
1944,1986,2.9,205
1945,2001,3.1,524
1946,2004,3.4,356
1947,2002,4.4,4829
1948,1999,2.8,731
1949,1971,2.8,186
1950,1986,2.7,105
1951,1990,2.5,250
1952,1956,2.8,74
1953,1999,2.4,73
1954,2000,2.9,222
1955,1999,3.3,10287
1956,2000,3.8,2358
1957,1977,2.6,101
1958,2002,3.1,98
1959,1961,3.8,5787
1960,2003,2.6,117
1961,1939,3.6,209
1962,2004,3.8,145519
1963,2000,3.0,2472
1964,1940,3.4,228
1965,1998,3.6,935
1966,2003,2.1,165
1967,1964,3.5,856
1968,2000,3.2,240
1969,1954,4.0,10606
1970,2000,2.8,317
1971,1995,3.3,9063
1972,1953,3.8,7036
1973,1978,3.5,658
1974,1995,4.0,20689
1975,2000,2.9,55740
1976,2000,3.4,7557
1977,1996,3.1,174
1978,1994,2.4,586
1979,2005,3.4,88
1980,1997,3.6,199
1981,2000,3.3,631
1982,2001,2.7,118
1983,2001,3.3,17691
1984,1999,2.6,93
1985,1993,4.1,244
1986,2003,3.1,177
1987,1983,3.8,1114
1988,1996,3.6,898
1989,2000,2.5,167
1990,2003,3.0,570
1991,1998,2.6,1443
1992,1977,2.5,196
1993,1994,2.2,148
1994,2005,4.2,2419
1995,2000,2.6,149
1996,1970,3.0,283
1997,2004,3.5,290
1998,2005,3.5,2262
1999,1989,3.0,1540
2000,1994,3.7,38056
2001,1992,3.3,29488
2002,2002,2.3,208
2003,1974,3.0,180
2004,2001,2.8,729
2005,1995,2.7,96
2006,1999,2.4,1231
2007,1998,2.7,254
2008,2005,3.0,625
2009,1999,3.4,41437
2010,1963,3.4,725
2011,1997,3.2,342
2012,2002,3.4,19237
2013,2002,3.0,1223
2014,2005,3.0,403
2015,2002,3.8,27445
2016,2002,3.8,26926
2017,1991,3.5,1762
2018,2005,4.0,781
2019,2004,4.5,2000
2020,1983,3.9,1606
2021,1922,3.3,196
2022,1947,3.5,1105
2023,2000,3.2,1357
2024,1983,3.8,611
2025,2000,2.9,329
2026,2002,3.6,836
2027,1957,2.9,139
2028,1991,2.8,829
2029,2002,2.3,240
2030,2004,3.6,118
2031,2001,2.8,243
2032,2004,3.1,380
2033,2004,3.1,6434
2034,1998,3.0,543
2035,1971,2.7,138
2036,2003,3.4,92
2037,1985,3.5,8358
2038,1957,2.7,111
2039,2003,3.7,404
2040,1991,4.2,8978
2041,1998,3.2,113
2042,1976,3.1,176
2043,1953,3.8,7871
2044,2002,2.5,336
2045,2003,3.7,5781
2046,2001,2.4,478
2047,1981,3.2,3000
2048,1966,3.8,805
2049,2001,3.1,162
2050,2003,3.5,236
2051,1984,3.5,3793
2052,2001,2.3,325
2053,1998,3.0,332
2054,1989,2.9,272
2055,1994,3.4,490
2056,2003,3.8,744
2057,2001,4.4,9548
2058,2001,2.6,145
2059,1966,3.8,1795
2060,1972,2.4,166
2061,1999,2.4,101
2062,1992,3.5,783
2063,2001,3.4,1053
2064,2000,3.3,396
2065,2001,2.2,83
2066,2004,3.5,192
2067,1987,3.6,748
2068,1994,3.9,957
2069,1997,3.3,994
2070,2000,2.7,108
2071,1998,2.5,97
2072,1989,3.0,15702
2073,1975,3.0,123
2074,1998,4.1,1770
2075,1982,2.8,226
2076,2002,3.1,559
2077,1999,3.5,2364
2078,2002,3.2,7771
2079,1987,2.8,155
2080,2001,3.4,1931
2081,1997,3.5,723
2082,1998,2.6,84
2083,1955,3.6,302
2084,2000,3.0,219
2085,1980,3.8,319
2086,2000,3.5,750
2087,1998,2.2,156
2088,2000,2.5,203
2089,2001,3.9,285
2090,2000,3.1,194
2091,2002,3.0,594
2092,2002,3.1,111
2093,2000,2.8,1795
2094,2001,3.6,164
2095,1997,3.6,87389
2096,2003,2.8,1507
2097,1993,3.6,1129
2098,2004,3.7,978
2099,2005,3.0,439
2100,1997,2.9,678
2101,1993,3.9,1060
2102,1994,4.6,8426
2103,1999,3.5,4524
2104,1989,3.3,5377
2105,1977,3.3,211
2106,1995,3.4,399
2107,1981,3.3,251
2108,1997,4.2,1093
2109,1982,2.8,5106
2110,1979,3.8,265
2111,1968,4.0,2505
2112,2003,3.5,87622
2113,2000,3.1,3493
2114,2002,4.4,10772
2115,2003,2.6,109
2116,1982,2.4,936
2117,2004,4.4,127
2118,1944,3.1,108
2119,1998,2.7,130
2120,1969,3.4,1064
2121,1951,3.2,155
2122,1999,3.7,105697
2123,1984,3.1,180
2124,2005,3.1,89
2125,1954,2.5,137
2126,2002,4.2,494
2127,2000,2.8,1306
2128,1993,3.9,45069
2129,1960,4.2,2312
2130,1998,3.8,2195
2131,2002,2.3,917
2132,1995,3.5,2439
2133,1997,3.5,533
2134,2000,3.3,227
2135,1997,3.6,12210
2136,2001,3.3,19061
2137,1997,2.8,2722
2138,2003,3.2,136
2139,1986,3.5,22332
2140,1991,3.2,4622
2141,2001,3.0,322
2142,2004,3.9,720
2143,2000,3.0,296
2144,2004,4.1,2476
2145,2004,3.6,142
2146,2003,3.7,820
2147,2002,3.3,217
2148,1987,3.4,185
2149,1998,3.5,9725
2150,1980,3.2,1763
2151,2001,3.0,248
2152,2000,3.4,162597
2153,1993,3.3,22447
2154,1986,2.8,205
2155,2003,2.5,1703
2156,2003,2.8,676
2157,2004,3.0,95
2158,2004,4.0,576
2159,2004,2.2,385
2160,2004,3.8,602
2161,1993,3.5,9435
2162,2000,4.4,17013
2163,1999,3.0,16635
2164,2004,3.7,2069
2165,1940,3.1,427
2166,2000,3.5,100
2167,1996,3.8,12261
2168,1998,3.8,1497
2169,1977,3.2,709
2170,2001,2.3,192
2171,2003,3.7,33708
2172,1991,4.4,22498
2173,1998,3.4,14675
2174,1996,3.6,13430
2175,1996,3.6,1082
2176,2000,3.8,3457
2177,1996,3.3,5143
2178,1998,3.9,39722
2179,1982,3.2,103
2180,1999,3.1,1617
2181,1988,3.3,2051
2182,2000,3.0,8012
2183,1974,3.0,215
2184,1988,2.9,149
2185,2002,3.0,191
2186,1995,3.7,61174
2187,2001,3.4,121
2188,1983,3.6,5656
2189,1981,3.2,5096
2190,1960,3.5,392
2191,2002,3.6,84
2192,1999,3.8,31933
2193,1960,2.5,213
2194,1983,4.0,741
2195,2004,4.2,4219
2196,2003,2.5,247
2197,1999,2.9,205
2198,1988,3.1,651
2199,1991,3.3,4947
2200,2002,3.0,78980
2201,1998,2.2,90
2202,2003,3.5,327
2203,1980,4.2,1437
2204,2000,3.3,214
2205,2004,4.1,680
2206,1988,3.8,573
2207,2003,3.3,238
2208,1964,3.1,263
2209,1981,3.7,50202
2210,1999,2.9,135
2211,2002,2.2,231
2212,1993,3.9,15234
2213,2000,3.6,1198
2214,1992,3.4,702
2215,1999,3.1,146
2216,1993,3.1,3820
2217,2001,3.0,4649
2218,1999,3.7,3104
2219,2000,2.5,128
2220,1996,3.9,974
2221,1973,3.8,374
2222,2000,3.1,260
2223,1997,2.7,603
2224,1992,3.0,175
2225,1972,3.1,263
2226,2003,3.7,1406
2227,1994,2.2,96
2228,2003,3.8,3725
2229,1988,2.9,537
2230,2004,3.2,478
2231,1985,2.1,132
2232,1988,3.4,129
2233,2002,2.0,141
2234,2003,3.8,234
2235,2004,2.7,5708
2236,1996,4.0,636
2237,1998,4.0,570
2238,1970,3.0,95
2239,1979,3.0,924
2240,1997,2.9,391
2241,2000,2.8,119
2242,1966,2.5,91
2243,1996,3.5,1679
2244,2004,2.7,655
2245,2003,2.1,83
2246,2003,3.7,599
2247,1973,2.2,143
2248,1952,3.4,181
2249,1990,3.6,207
2250,2001,3.3,368
2251,1990,3.2,6247
2252,1992,3.6,30245
2253,1970,2.7,135
2254,2003,3.0,16694
2255,1991,3.3,168
2256,2002,3.1,4945
2257,1967,2.7,120
2258,1997,3.1,166
2259,2005,4.0,690
2260,1961,3.3,306
2261,2001,3.0,206
2262,2002,3.0,1866
2263,1987,2.7,172
2264,2000,3.5,318
2265,2000,2.3,776
2266,1985,3.1,2976
2267,1995,3.7,190
2268,2002,2.9,142
2269,2003,2.4,5700
2270,2004,2.9,147
2271,1998,3.6,1385
2272,2000,2.8,526
2273,2002,3.5,136
2274,2001,1.9,96
2275,2001,3.5,87
2276,1998,2.2,1999
2277,1993,3.0,1777
2278,1977,2.1,83
2279,2002,3.4,1754
2280,1976,3.3,86
2281,1999,2.5,264
2282,2005,3.3,415
2283,1988,2.9,879
2284,1985,2.9,10422
2285,1996,3.4,1956
2286,1980,2.6,405
2287,1988,2.9,2094
2288,1993,3.9,1718
2289,1999,2.7,246
2290,1992,4.2,51856
2291,2004,2.7,58
2292,1941,3.5,344
2293,2001,2.8,609
2294,1976,2.8,211
2295,2004,3.2,133
2296,2002,3.8,920
2297,1936,3.8,297
2298,2000,3.1,191
2299,1941,4.1,1042
2300,1975,4.0,2555
2301,1988,3.4,1151
2302,1995,3.2,4545
2303,1992,2.9,330
2304,1989,3.2,3511
2305,2005,3.4,266
2306,1991,3.1,1316
2307,2003,2.8,226
2308,2000,3.0,169
2309,1973,2.8,143
2310,1943,3.8,2058
2311,1941,3.7,94
2312,2001,3.5,444
2313,1983,2.4,115
2314,1956,3.6,12113
2315,1999,3.9,808
2316,1983,2.7,1914
2317,2001,3.2,1233
2318,1996,2.5,63
2319,2003,4.0,9235
2320,2001,2.4,114
2321,2004,4.3,313
2322,1987,3.3,690
2323,2003,3.7,247
2324,2002,3.1,913
2325,1943,3.7,514
2326,2002,3.7,7541
2327,2001,3.3,185
2328,2002,2.3,1745
2329,2004,3.7,15432
2330,1999,2.6,77
2331,1997,3.4,2913
2332,1973,3.8,9466
2333,1995,2.5,841
2334,1981,3.0,224
2335,1951,3.3,1947
2336,2004,3.2,91
